sample_id,encryption_count,file_write_rate,registry_modifications,network_connections,process_tree_depth,bruteforce_attempts,usb_access_count,cloud_api_access,phishing_indicator,exploit_indicator,class_id,class_name
sample_06384,807,464.3472444723605,59,37,6,0,5,5,1,0,0,Encryptor
sample_00093,850,116.24386184181384,74,31,5,4,9,6,0,0,0,Encryptor
sample_07928,836,285.6999171368352,100,49,6,4,3,0,0,0,0,Encryptor
sample_08605,724,384.9172408793577,106,52,6,8,6,3,0,1,0,Encryptor
sample_07928,836,285.6999171368352,100,49,6,4,3,0,0,0,0,Encryptor
sample_00385,781,247.8788301327828,68,48,6,4,10,1,0,0,0,Encryptor
sample_02219,729,334.52104185363584,104,27,8,6,3,2,0,0,0,Encryptor
sample_05730,772,225.8545219610876,56,11,8,5,4,3,0,0,0,Encryptor
sample_00839,870,130.76080103432267,42,32,7,4,8,1,0,0,0,Encryptor
sample_09687,1034,364.7629105475762,72,39,5,6,10,5,0,0,0,Encryptor
sample_00600,690,415.59933474996456,105,39,8,0,6,2,0,1,0,Encryptor
sample_04312,1100,436.3979954159609,69,34,8,4,5,7,0,0,0,Encryptor
sample_05164,1030,233.6447867738104,72,13,7,3,5,4,0,0,0,Encryptor
sample_08843,711,217.34990211162992,72,10,5,1,6,4,0,0,0,Encryptor
sample_05429,642,285.4041371033176,100,39,6,3,4,6,0,0,0,Encryptor
sample_08772,997,370.52946317563567,124,39,5,3,7,5,0,0,0,Encryptor
sample_00501,825,202.93385327718624,75,44,7,6,5,3,0,0,0,Encryptor
sample_00064,916,230.45995719538763,77,40,6,3,5,4,0,0,0,Encryptor
sample_08583,1215,236.9025212635304,41,37,5,6,6,4,0,0,0,Encryptor
sample_05902,353,394.9746225247024,78,33,5,5,0,6,0,0,0,Encryptor
sample_03773,563,399.0478698700672,104,55,6,4,7,5,0,0,0,Encryptor
sample_07736,749,180.1876009956069,88,28,5,0,5,5,0,0,0,Encryptor
sample_04883,832,338.51752200295766,83,53,7,2,0,5,0,0,0,Encryptor
sample_00168,738,83.75214585902816,90,41,8,6,10,5,1,0,0,Encryptor
sample_05577,845,287.57251637083715,72,55,6,5,1,0,0,0,0,Encryptor
sample_02350,1060,444.011618949642,86,57,7,4,1,2,0,0,0,Encryptor
sample_02033,1066,185.7312960508829,68,29,7,7,5,2,0,0,0,Encryptor
sample_02516,607,317.0476978966321,83,41,6,5,8,5,0,0,0,Encryptor
sample_02712,621,153.7400763577831,50,76,6,8,4,6,0,1,0,Encryptor
sample_01447,846,299.42393226571755,67,42,8,5,4,7,1,1,0,Encryptor
sample_00911,1144,132.63032635051815,63,38,7,8,0,3,0,0,0,Encryptor
sample_06474,395,304.65751223897985,111,31,6,8,5,5,0,1,0,Encryptor
sample_08293,1069,233.51863760339023,56,40,5,3,7,8,0,0,0,Encryptor
sample_06662,341,431.0408163362992,102,46,8,4,3,7,1,0,0,Encryptor
sample_06707,904,368.9693633340776,69,43,7,12,4,3,0,0,0,Encryptor
sample_05667,566,294.84422783428056,62,28,4,4,6,8,0,0,0,Encryptor
sample_04660,892,216.5045514447072,46,23,5,6,6,2,1,0,0,Encryptor
sample_06784,1028,111.22772682066022,55,41,6,1,8,2,0,0,0,Encryptor
sample_02449,657,247.3102863660816,75,37,8,6,4,10,1,0,0,Encryptor
sample_06802,1006,304.16340875439647,72,47,7,4,2,8,0,0,0,Encryptor
sample_09068,759,365.8338165936115,76,45,6,1,6,7,1,0,0,Encryptor
sample_07734,1217,282.4344213641452,41,31,6,2,6,4,0,1,0,Encryptor
sample_05998,647,284.9273113618952,49,36,6,3,5,2,0,0,0,Encryptor
sample_00826,1003,248.55434475876604,110,21,6,4,5,0,0,0,0,Encryptor
sample_07528,843,313.5873021292584,91,27,7,5,1,9,0,0,0,Encryptor
sample_06811,769,338.74750338625387,25,28,7,10,5,3,0,0,0,Encryptor
sample_04141,724,312.7823991269185,101,38,6,7,1,5,0,0,0,Encryptor
sample_09447,576,130.3870650137975,61,44,6,7,3,4,0,1,0,Encryptor
sample_06828,998,347.57259276805206,68,28,5,4,6,4,0,1,0,Encryptor
sample_00404,761,338.70591184577864,100,41,6,5,4,0,0,0,0,Encryptor
sample_07087,362,304.6101878459565,53,23,8,6,6,4,0,0,0,Encryptor
sample_08867,544,262.9904135627701,92,36,7,3,9,3,0,0,0,Encryptor
sample_08884,318,204.8442427015285,90,31,7,5,5,5,0,0,0,Encryptor
sample_05342,443,169.64414063435242,45,58,5,3,3,3,1,0,0,Encryptor
sample_09671,795,420.9427172629783,47,32,7,2,3,5,1,0,0,Encryptor
sample_05569,615,155.18486994716352,89,54,6,1,5,2,1,1,0,Encryptor
sample_09645,807,272.04066086349684,110,43,6,3,10,4,0,0,0,Encryptor
sample_09241,881,277.222436502894,78,58,7,7,4,6,0,1,0,Encryptor
sample_02891,1039,194.25195369549016,43,40,6,5,5,0,0,0,0,Encryptor
sample_08116,1076,211.83868047325245,67,59,7,2,10,2,0,0,0,Encryptor
sample_06641,660,281.3980567549365,90,48,5,2,8,5,0,1,0,Encryptor
sample_05640,901,299.5316295776824,91,55,9,4,2,3,0,0,0,Encryptor
sample_06878,947,346.88313524081906,54,43,6,2,2,4,0,1,0,Encryptor
sample_03907,829,244.8068496170689,74,56,5,5,3,8,1,1,0,Encryptor
sample_02564,443,190.3987253654204,97,25,7,1,1,5,0,1,0,Encryptor
sample_06317,477,133.92890803564023,59,41,6,6,1,3,0,1,0,Encryptor
sample_04504,563,241.2958052809452,44,50,7,3,4,7,0,1,0,Encryptor
sample_09823,695,184.8417927248572,103,63,8,5,4,6,0,0,0,Encryptor
sample_06553,1079,234.9578899885221,64,52,7,5,0,8,0,1,0,Encryptor
sample_08966,848,347.4372932156147,56,40,4,3,3,0,0,0,0,Encryptor
sample_07754,582,411.9375292470565,135,54,6,2,9,1,0,0,0,Encryptor
sample_01356,832,129.06199462392897,67,38,7,3,1,6,0,0,0,Encryptor
sample_09850,679,314.8897865821245,104,41,5,4,7,6,0,0,0,Encryptor
sample_02130,561,406.5740831390094,83,27,7,3,11,6,0,0,0,Encryptor
sample_00769,878,224.83879464249884,119,64,6,3,4,6,0,0,0,Encryptor
sample_06318,920,297.1722991950724,103,50,7,6,2,0,0,0,0,Encryptor
sample_03946,1112,353.83398859722547,89,31,9,1,2,3,1,0,0,Encryptor
sample_01607,894,283.7504738202835,55,23,9,2,3,6,0,0,0,Encryptor
sample_03712,836,275.4449550884881,61,66,7,1,5,1,0,1,0,Encryptor
sample_00538,853,345.1612050999877,71,29,8,5,1,6,1,1,0,Encryptor
sample_02676,638,234.54744998409285,51,28,7,5,1,6,0,0,0,Encryptor
sample_08293,1069,233.51863760339023,56,40,5,3,7,8,0,0,0,Encryptor
sample_03289,709,348.7834082874786,63,58,7,1,4,8,0,1,0,Encryptor
sample_02876,964,347.31443005175,82,50,8,4,9,2,0,0,0,Encryptor
sample_02357,900,434.9946083282681,47,47,8,2,4,2,0,0,0,Encryptor
sample_04385,825,302.52880562892875,17,34,7,4,3,5,0,0,0,Encryptor
sample_06340,933,310.23586523195473,90,44,7,2,3,4,1,0,0,Encryptor
sample_06444,701,186.5845751977797,99,28,6,6,6,0,0,0,0,Encryptor
sample_05914,646,308.8175296462516,37,51,8,6,5,6,0,0,0,Encryptor
sample_05205,681,374.3659819197924,46,53,8,5,6,2,0,0,0,Encryptor
sample_08102,1074,130.22714812402447,90,34,7,5,4,9,0,0,0,Encryptor
sample_08116,1076,211.83868047325245,67,59,7,2,10,2,0,0,0,Encryptor
sample_04522,687,249.6905559964169,81,64,5,5,6,3,0,0,0,Encryptor
sample_00175,838,207.50923731666376,110,29,7,5,3,9,0,0,0,Encryptor
sample_08103,637,414.994608949551,94,51,6,5,7,5,0,0,0,Encryptor
sample_04871,814,359.9567189535076,78,44,6,5,4,5,1,1,0,Encryptor
sample_07960,954,214.8713278732754,93,34,6,6,2,4,0,0,0,Encryptor
sample_01143,707,277.754554898004,72,43,5,7,6,1,0,0,0,Encryptor
sample_01934,698,372.6876522796942,55,48,7,6,0,1,0,0,0,Encryptor
sample_00460,587,253.1465240087593,34,35,6,4,10,9,0,0,0,Encryptor
sample_06780,565,269.503163946613,65,53,6,2,0,4,0,0,0,Encryptor
sample_04508,676,261.43684134362434,112,39,6,4,5,4,1,0,0,Encryptor
sample_04533,496,264.4916728972183,64,41,6,4,1,1,0,0,0,Encryptor
sample_00988,902,478.9025908285877,129,29,6,7,6,5,0,0,0,Encryptor
sample_07208,484,337.17460672750383,108,46,5,3,7,2,0,0,0,Encryptor
sample_06537,587,318.33850396347805,83,33,6,5,1,2,0,0,0,Encryptor
sample_05769,673,478.3192541963582,116,51,7,5,5,6,0,0,0,Encryptor
sample_07394,667,404.2358411256384,102,22,7,5,7,5,0,0,0,Encryptor
sample_09347,1048,238.80384930847444,65,70,7,5,8,6,0,0,0,Encryptor
sample_04699,549,291.99598036817537,109,46,7,4,4,8,0,1,0,Encryptor
sample_00947,964,242.23607364500927,66,47,6,4,6,10,0,0,0,Encryptor
sample_02342,916,231.87123082307187,102,53,6,3,2,6,0,0,0,Encryptor
sample_03298,819,294.2509332410007,63,9,8,5,0,0,0,1,0,Encryptor
sample_07272,351,437.35637748499687,38,30,4,8,3,5,0,1,0,Encryptor
sample_09339,662,295.31545321207955,75,40,6,3,4,4,0,1,0,Encryptor
sample_03849,1014,388.49888945524646,20,50,8,5,7,8,0,0,0,Encryptor
sample_02231,1103,372.66772641441855,93,19,6,3,5,3,0,0,0,Encryptor
sample_07766,821,319.4824249809122,106,45,7,3,8,4,0,0,0,Encryptor
sample_06693,793,344.73548907519466,81,35,7,4,9,3,0,1,0,Encryptor
sample_01437,620,185.1043619779805,79,60,7,4,6,4,0,0,0,Encryptor
sample_02997,1261,340.2241783416011,132,43,6,3,4,3,0,0,0,Encryptor
sample_06413,808,473.0987438915983,102,39,7,7,8,5,0,0,0,Encryptor
sample_04945,559,309.91381657567536,75,43,6,6,3,2,0,0,0,Encryptor
sample_09028,891,301.6464639113009,77,37,5,4,7,5,0,1,0,Encryptor
sample_00232,1209,272.9277019004764,118,51,7,5,1,5,0,0,0,Encryptor
sample_04563,669,392.1493021479447,73,41,7,5,1,3,1,0,0,Encryptor
sample_01934,698,372.6876522796942,55,48,7,6,0,1,0,0,0,Encryptor
sample_08947,944,352.1640337116453,86,47,6,4,4,1,0,0,0,Encryptor
sample_02955,733,447.4661192312497,72,71,7,9,7,5,0,0,0,Encryptor
sample_01935,754,389.5966719446664,81,30,5,6,6,7,0,0,0,Encryptor
sample_07794,1100,514.6273160804327,68,32,10,5,2,3,0,0,0,Encryptor
sample_09773,832,401.9822683932379,113,70,6,5,4,3,0,0,0,Encryptor
sample_06988,689,428.7392164465515,85,14,7,10,2,1,0,1,0,Encryptor
sample_00120,920,352.41563639856565,54,29,6,4,5,6,0,0,0,Encryptor
sample_05273,823,314.56663469019105,83,33,7,3,3,4,0,0,0,Encryptor
sample_04046,550,442.6566414068748,112,37,7,5,6,7,0,0,0,Encryptor
sample_09376,536,322.2885877709637,88,60,5,2,6,7,0,0,0,Encryptor
sample_08070,934,243.7002889507988,61,31,8,3,3,4,0,0,0,Encryptor
sample_06816,850,265.79292154972444,119,69,6,5,0,5,0,0,0,Encryptor
sample_01302,665,449.3477548972388,105,30,6,9,2,3,0,0,0,Encryptor
sample_03482,573,164.18691800567592,68,55,7,4,7,6,0,1,0,Encryptor
sample_06686,846,279.4115824873328,45,35,6,4,6,8,0,0,0,Encryptor
sample_07585,1059,238.41911511540115,115,52,6,6,2,4,0,0,0,Encryptor
sample_00755,643,270.60171931302494,128,36,7,6,2,2,0,0,0,Encryptor
sample_08353,655,312.6244599036841,77,62,7,2,2,3,0,0,0,Encryptor
sample_06380,1155,302.9461993408694,82,39,5,1,5,2,0,0,0,Encryptor
sample_05675,854,404.07199374425375,102,47,7,4,3,2,0,0,0,Encryptor
sample_08621,880,380.4306314931741,102,49,8,4,8,6,0,0,0,Encryptor
sample_06239,489,367.040826370992,118,45,6,7,6,4,0,0,0,Encryptor
sample_00418,655,328.6117545686108,95,46,6,5,7,6,0,0,0,Encryptor
sample_05473,1306,130.8248167087451,72,18,7,5,2,10,1,0,0,Encryptor
sample_05335,538,386.43194477247954,77,37,6,7,8,6,0,1,0,Encryptor
sample_09994,842,206.2813304672956,59,27,8,3,7,6,0,0,0,Encryptor
sample_01051,702,466.570302819216,52,41,7,2,6,4,1,0,0,Encryptor
sample_09456,1041,260.48443682984595,98,37,8,6,8,5,0,0,0,Encryptor
sample_00584,718,348.1089252110571,95,41,6,8,2,8,0,0,0,Encryptor
sample_00418,655,328.6117545686108,95,46,6,5,7,6,0,0,0,Encryptor
sample_08082,830,311.1807080117624,69,41,7,5,0,0,0,0,0,Encryptor
sample_09543,771,283.311880963807,110,35,6,4,5,3,0,0,0,Encryptor
sample_09275,1252,425.9872930714502,70,20,6,5,4,5,0,0,0,Encryptor
sample_06912,603,283.12359007808243,95,43,6,6,9,5,0,0,0,Encryptor
sample_05684,841,364.769373835197,114,61,5,4,8,6,0,1,0,Encryptor
sample_02130,561,406.5740831390094,83,27,7,3,11,6,0,0,0,Encryptor
sample_05185,1164,295.614477007507,96,44,5,2,7,2,0,0,0,Encryptor
sample_03057,936,211.04045305971567,107,15,8,6,3,7,0,1,0,Encryptor
sample_02234,254,174.829745691006,76,31,6,5,6,5,0,0,0,Encryptor
sample_07222,951,188.10155014498315,102,31,4,5,5,7,0,0,0,Encryptor
sample_05193,903,454.4632697134911,67,46,9,6,5,4,0,1,0,Encryptor
sample_08469,1051,278.4434976113215,57,42,6,5,8,2,0,1,0,Encryptor
sample_08406,1136,306.0766222897258,100,26,7,6,3,5,0,1,0,Encryptor
sample_03963,921,322.7537014447783,86,23,6,3,5,6,0,0,0,Encryptor
sample_07211,810,345.31615253752216,113,35,7,5,7,8,0,0,0,Encryptor
sample_06798,793,300.6200695478552,124,49,7,5,3,7,0,0,0,Encryptor
sample_08621,880,380.4306314931741,102,49,8,4,8,6,0,0,0,Encryptor
sample_09716,873,255.1916213968709,89,53,5,4,2,9,0,0,0,Encryptor
sample_00611,765,285.14274914972583,80,40,6,7,2,3,0,0,0,Encryptor
sample_07413,310,177.6150204623313,103,37,8,4,4,10,0,0,0,Encryptor
sample_07361,687,213.5077704731347,70,40,7,2,4,4,1,0,0,Encryptor
sample_08817,887,346.25257866242526,61,46,9,6,5,5,0,0,0,Encryptor
sample_07638,813,344.69274136914186,86,24,5,5,9,3,0,0,0,Encryptor
sample_05569,615,155.18486994716352,89,54,6,1,5,2,1,1,0,Encryptor
sample_03400,935,215.78916776634705,88,43,7,4,1,5,0,0,0,Encryptor
sample_03131,881,180.1940882352941,59,23,7,7,5,6,0,1,0,Encryptor
sample_01077,908,246.9378903657485,91,60,7,4,6,6,0,0,0,Encryptor
sample_01193,1108,284.68447217392946,57,21,5,6,4,3,0,1,0,Encryptor
sample_03237,1095,299.990750285694,81,31,8,8,4,3,0,0,0,Encryptor
sample_06123,685,227.41749799859664,115,39,7,4,7,4,0,0,0,Encryptor
sample_05003,447,198.99101819173103,77,31,5,4,2,5,1,1,0,Encryptor
sample_05626,977,303.40647726518046,75,60,3,6,6,6,0,0,0,Encryptor
sample_06360,982,316.08536346850195,114,34,7,4,2,8,1,0,0,Encryptor
sample_00037,1083,257.7741913105765,38,56,6,7,1,3,1,0,0,Encryptor
sample_02259,907,522.7558175252373,77,38,6,5,5,5,0,1,0,Encryptor
sample_05320,1165,194.77237379040048,70,19,8,4,9,2,0,1,0,Encryptor
sample_00956,1130,368.65278206159655,64,28,6,2,5,7,0,0,0,Encryptor
sample_07398,950,273.79175910096365,83,45,6,4,4,6,0,0,0,Encryptor
sample_00944,662,381.9226513379575,69,33,4,2,2,3,0,0,0,Encryptor
sample_09468,978,300.8849152399746,93,47,6,7,3,5,1,1,0,Encryptor
sample_06177,354,307.1997853850732,61,36,8,4,6,7,0,0,0,Encryptor
sample_08781,986,471.0312294716874,97,40,5,7,4,0,0,0,0,Encryptor
sample_04775,1252,176.65327143722712,52,34,6,5,5,5,0,0,0,Encryptor
sample_00571,824,91.73603405999052,120,45,8,1,8,10,0,0,0,Encryptor
sample_03563,1173,268.8949725674708,115,39,7,3,5,5,0,1,0,Encryptor
sample_05577,845,287.57251637083715,72,55,6,5,1,0,0,0,0,Encryptor
sample_04851,985,236.1997242877576,25,17,4,8,6,6,0,0,0,Encryptor
sample_05112,739,225.3056273121937,77,43,8,4,5,8,0,0,0,Encryptor
sample_06862,914,374.1761765556448,77,23,8,6,3,4,0,0,0,Encryptor
sample_09513,842,323.2193972449146,96,43,5,2,4,4,0,0,0,Encryptor
sample_04835,722,314.57930415625606,161,43,7,6,5,2,0,0,0,Encryptor
sample_03263,778,379.7922508265755,91,38,5,2,6,0,0,1,0,Encryptor
sample_07634,648,244.70185020295827,92,37,8,4,1,5,0,0,0,Encryptor
sample_02712,621,153.7400763577831,50,76,6,8,4,6,0,1,0,Encryptor
sample_01717,618,470.6943661716536,78,31,8,5,4,5,0,0,0,Encryptor
sample_05509,503,368.7683812732943,112,43,4,7,5,0,0,0,0,Encryptor
sample_06303,1052,200.37593382531296,95,21,5,6,2,5,0,1,0,Encryptor
sample_08586,926,350.9977528501141,70,32,6,3,3,7,0,0,0,Encryptor
sample_06089,497,236.2759330247088,90,42,6,4,0,5,1,0,0,Encryptor
sample_08387,914,228.565859434053,107,51,6,5,6,7,0,0,0,Encryptor
sample_07215,206,271.46943416386483,84,51,7,7,1,7,0,0,0,Encryptor
sample_06341,715,318.6568131342276,102,23,5,4,0,5,0,0,0,Encryptor
sample_05799,800,389.7497652824789,50,67,5,4,2,5,0,0,0,Encryptor
sample_09354,705,252.536969580807,108,53,7,5,4,8,0,1,0,Encryptor
sample_08733,954,306.9460626841796,88,19,7,4,3,3,0,1,0,Encryptor
sample_04061,1036,280.3067301388976,110,57,6,7,2,2,0,0,0,Encryptor
sample_04898,612,308.3383029626349,67,41,7,2,4,6,0,0,0,Encryptor
sample_07930,1274,115.9358433302372,69,9,7,4,3,2,0,0,0,Encryptor
sample_04333,765,300.6508996779061,80,49,6,3,5,3,0,0,0,Encryptor
sample_00437,898,279.2037470288088,113,50,7,3,4,4,0,1,0,Encryptor
sample_00828,1391,290.1984154375501,102,28,5,6,6,3,0,0,0,Encryptor
sample_05011,470,303.49321703724087,73,52,8,4,0,1,0,0,0,Encryptor
sample_04938,617,297.39265348022565,87,45,7,1,7,7,0,0,0,Encryptor
sample_07597,893,487.8658676630306,80,32,8,7,3,5,0,0,0,Encryptor
sample_08291,898,284.9583211991783,88,41,6,4,4,5,0,0,0,Encryptor
sample_03647,868,285.2183881132354,113,33,8,5,5,7,0,1,0,Encryptor
sample_03610,479,299.73352072318977,59,37,7,4,3,6,0,0,0,Encryptor
sample_03793,827,297.85261535398405,87,25,7,7,4,6,0,0,0,Encryptor
sample_01557,424,368.90787958344254,68,6,6,3,9,3,0,1,0,Encryptor
sample_08751,249,263.16975152655147,44,60,7,5,1,4,0,0,0,Encryptor
sample_09329,1145,380.6622437573748,90,40,8,5,3,4,0,0,0,Encryptor
sample_08242,695,237.5481981047521,70,54,6,5,8,4,0,1,0,Encryptor
sample_08706,738,349.0194309786633,84,60,5,3,2,10,0,0,0,Encryptor
sample_08441,445,445.6943047046304,36,47,6,5,5,2,0,0,0,Encryptor
sample_03440,1018,346.9764634338903,77,29,7,2,6,7,0,1,0,Encryptor
sample_00021,683,307.368672544769,135,17,7,1,3,7,0,0,0,Encryptor
sample_04533,496,264.4916728972183,64,41,6,4,1,1,0,0,0,Encryptor
sample_03055,629,280.70114789224203,80,40,7,4,3,5,1,0,0,Encryptor
sample_00202,1035,233.1993431827529,28,43,7,2,6,6,0,0,0,Encryptor
sample_07560,889,322.49414547403137,72,39,5,6,0,6,0,0,0,Encryptor
sample_04179,1230,218.17099974661767,61,39,6,4,10,5,0,1,0,Encryptor
sample_05509,503,368.7683812732943,112,43,4,7,5,0,0,0,0,Encryptor
sample_00538,853,345.1612050999877,71,29,8,5,1,6,1,1,0,Encryptor
sample_05700,883,347.5846894636679,98,32,8,4,6,3,0,1,0,Encryptor
sample_07813,664,101.39511124129169,125,42,5,5,9,8,0,0,0,Encryptor
sample_00828,1391,290.1984154375501,102,28,5,6,6,3,0,0,0,Encryptor
sample_00330,868,75.13557709156942,22,35,6,5,3,5,1,0,0,Encryptor
sample_09311,692,360.0059897950744,66,51,8,4,2,4,0,0,0,Encryptor
sample_00323,1319,407.14937349092367,85,52,8,3,2,5,0,0,0,Encryptor
sample_06303,1052,200.37593382531296,95,21,5,6,2,5,0,1,0,Encryptor
sample_00251,582,436.7355531277592,92,52,6,6,2,7,0,0,0,Encryptor
sample_06971,693,213.96979494325603,102,52,6,2,4,8,0,0,0,Encryptor
sample_07896,432,229.72002076151568,64,39,7,4,1,5,0,0,0,Encryptor
sample_06747,686,440.54726302337554,52,50,6,5,6,8,0,0,0,Encryptor
sample_09447,576,130.3870650137975,61,44,6,7,3,4,0,1,0,Encryptor
sample_04025,1111,326.141244245755,124,18,7,0,4,7,1,0,0,Encryptor
sample_02342,916,231.87123082307187,102,53,6,3,2,6,0,0,0,Encryptor
sample_00189,609,272.28346233248635,34,42,7,3,6,7,1,1,0,Encryptor
sample_08816,767,239.83469123227204,69,34,6,4,5,8,0,0,0,Encryptor
sample_04411,546,415.0339653302162,126,50,8,0,10,4,0,1,0,Encryptor
sample_04990,1091,351.57289839156306,72,24,5,5,9,5,0,0,0,Encryptor
sample_01087,740,198.32992866205169,68,26,6,2,2,1,1,0,0,Encryptor
sample_04179,1230,218.17099974661767,61,39,6,4,10,5,0,1,0,Encryptor
sample_01802,1076,326.40087810410165,61,40,6,3,4,4,1,0,0,Encryptor
sample_05613,1164,217.9739027347264,120,36,6,2,1,3,0,0,0,Encryptor
sample_03140,1207,315.5004419215282,70,36,7,4,2,6,0,0,0,Encryptor
sample_06104,825,246.76921798817045,83,51,8,1,7,6,0,0,0,Encryptor
sample_09613,889,495.54885781601513,66,17,7,5,6,4,0,0,0,Encryptor
sample_06220,770,402.2212308443943,125,43,6,5,9,5,0,0,0,Encryptor
sample_06635,801,161.0321628834133,105,55,6,3,7,4,0,0,0,Encryptor
sample_04792,922,313.12850692451286,31,15,4,4,0,0,0,1,0,Encryptor
sample_04337,1079,238.4041409063551,68,52,7,6,4,1,1,1,0,Encryptor
sample_00839,870,130.76080103432267,42,32,7,4,8,1,0,0,0,Encryptor
sample_06855,708,200.05961871678304,75,50,6,5,4,1,1,0,0,Encryptor
sample_09351,899,149.50682035160227,121,38,6,4,6,6,0,0,0,Encryptor
sample_05609,819,352.10052513345585,105,51,7,3,4,6,0,0,0,Encryptor
sample_04717,573,311.5642123937734,38,35,8,7,3,1,0,0,0,Encryptor
sample_08843,711,217.34990211162992,72,10,5,1,6,4,0,0,0,Encryptor
sample_09376,536,322.2885877709637,88,60,5,2,6,7,0,0,0,Encryptor
sample_05429,642,285.4041371033176,100,39,6,3,4,6,0,0,0,Encryptor
sample_00202,1035,233.1993431827529,28,43,7,2,6,6,0,0,0,Encryptor
sample_00950,1234,380.67594064539446,57,50,7,4,3,2,0,0,0,Encryptor
sample_08867,544,262.9904135627701,92,36,7,3,9,3,0,0,0,Encryptor
sample_00064,916,230.45995719538763,77,40,6,3,5,4,0,0,0,Encryptor
sample_04593,522,283.13396309680365,90,54,6,4,4,4,0,0,0,Encryptor
sample_07585,1059,238.41911511540115,115,52,6,6,2,4,0,0,0,Encryptor
sample_01240,954,518.4636045941716,105,40,5,7,7,1,0,0,0,Encryptor
sample_05512,828,258.3709789629237,67,54,8,6,3,6,0,0,0,Encryptor
sample_05099,912,214.5707094917884,89,47,6,4,2,1,0,1,0,Encryptor
sample_08401,1046,259.82824056950767,46,35,7,4,4,0,0,0,0,Encryptor
sample_08975,1146,258.3037693396104,71,31,8,4,6,5,0,1,0,Encryptor
sample_00617,712,345.38436732345457,92,56,6,5,3,5,0,0,0,Encryptor
sample_00418,655,328.6117545686108,95,46,6,5,7,6,0,0,0,Encryptor
sample_04284,643,281.7441834501455,68,37,7,7,4,6,0,0,0,Encryptor
sample_04522,687,249.6905559964169,81,64,5,5,6,3,0,0,0,Encryptor
sample_05178,917,377.5100070239701,49,25,6,6,5,6,0,0,0,Encryptor
sample_02778,976,369.6102840344316,100,45,6,6,8,6,0,0,0,Encryptor
sample_00501,825,202.93385327718624,75,44,7,6,5,3,0,0,0,Encryptor
sample_09000,821,386.5005914633217,67,35,6,3,5,8,1,0,0,Encryptor
sample_08829,672,345.7226376511193,79,24,6,7,2,5,0,1,0,Encryptor
sample_05129,843,182.31213592559496,36,49,7,5,5,7,0,0,0,Encryptor
sample_07836,945,293.6849228905669,95,64,5,6,2,7,0,0,0,Encryptor
sample_08529,718,430.3032459474936,61,53,6,7,6,4,0,0,0,Encryptor
sample_06474,395,304.65751223897985,111,31,6,8,5,5,0,1,0,Encryptor
sample_02524,603,435.6906901151496,82,50,5,2,5,2,0,0,0,Encryptor
sample_03353,753,200.34231263410112,93,49,5,4,3,1,0,0,0,Encryptor
sample_01354,189,209.006502353922,113,35,7,5,4,0,0,0,0,Encryptor
sample_00971,732,311.1077220150865,90,45,6,2,11,3,0,0,0,Encryptor
sample_09949,847,395.4276478269012,89,26,5,7,3,5,0,1,0,Encryptor
sample_00513,861,407.3979905334413,61,34,6,3,4,6,0,0,0,Encryptor
sample_04897,238,453.05629848734384,82,56,5,5,6,5,0,1,0,Encryptor
sample_02005,591,279.2409448018756,81,38,8,4,2,2,0,0,0,Encryptor
sample_06971,693,213.96979494325603,102,52,6,2,4,8,0,0,0,Encryptor
sample_08327,927,253.76880067903548,83,38,7,5,5,1,0,0,0,Encryptor
sample_00455,472,363.1345303732243,92,45,7,5,9,4,0,0,0,Encryptor
sample_06340,933,310.23586523195473,90,44,7,2,3,4,1,0,0,Encryptor
sample_00330,868,75.13557709156942,22,35,6,5,3,5,1,0,0,Encryptor
sample_00175,838,207.50923731666376,110,29,7,5,3,9,0,0,0,Encryptor
sample_07138,1062,359.2780838540499,77,50,5,5,4,4,0,0,0,Encryptor
sample_00848,975,253.8003731990246,76,15,8,1,5,5,0,0,0,Encryptor
sample_08406,1136,306.0766222897258,100,26,7,6,3,5,0,1,0,Encryptor
sample_00728,766,252.73573223715653,110,28,6,3,2,5,0,0,0,Encryptor
sample_01115,354,343.7658574266805,53,41,6,2,2,5,0,0,0,Encryptor
sample_09842,571,286.7295532319014,123,25,8,6,3,3,0,1,0,Encryptor
sample_00678,741,377.7484493596806,70,16,8,4,4,6,0,0,0,Encryptor
sample_05876,901,200.79511893835672,92,55,8,5,7,2,0,0,0,Encryptor
sample_03641,424,279.29816596678893,76,45,7,5,0,1,0,0,0,Encryptor
sample_01827,668,233.44404858353528,63,46,6,4,5,3,0,0,0,Encryptor
sample_07182,1152,370.1770821543891,37,37,8,7,5,3,0,1,0,Encryptor
sample_05602,654,351.58399860400425,94,12,5,4,6,5,0,0,0,Encryptor
sample_06464,1035,424.8075275725605,74,63,6,2,4,4,0,0,0,Encryptor
sample_06971,693,213.96979494325603,102,52,6,2,4,8,0,0,0,Encryptor
sample_02259,907,522.7558175252373,77,38,6,5,5,5,0,1,0,Encryptor
sample_00066,399,458.8218240836447,50,30,8,1,6,1,0,0,0,Encryptor
sample_09028,891,301.6464639113009,77,37,5,4,7,5,0,1,0,Encryptor
sample_01444,696,169.33137448141474,84,50,6,6,2,6,0,1,0,Encryptor
sample_02325,941,378.349564548046,95,38,6,6,6,7,0,0,0,Encryptor
sample_04504,563,241.2958052809452,44,50,7,3,4,7,0,1,0,Encryptor
sample_07385,823,301.86560445064293,46,66,6,6,3,2,0,1,0,Encryptor
